FIPS,"Grocery stores (% change), 2011-16","Grocery stores/1,000 pop, 2011","Grocery stores/1,000 pop, 2016","Grocery stores/1,000 pop (% change), 2011-16","Supercenters & club stores (% change), 2011-16","Supercenters & club stores/1,000 pop, 2011","Supercenters & club stores/1,000 pop, 2016","Supercenters & club stores/1,000 pop (% change), 2011-16","Convenience stores (% change), 2011-16","Convenience stores/1,000 pop, 2011","Convenience stores/1,000 pop, 2016","Convenience stores/1,000 pop (% change), 2011-16","Specialized food stores (% change), 2011-16","Specialized food stores/1,000 pop, 2011","Specialized food stores/1,000 pop, 2016","Specialized food stores/1,000 pop (% change), 2011-16","Fast-food restaurants (% change), 2011-16","Fast-food restaurants/1,000 pop, 2011","Fast-food restaurants/1,000 pop, 2016","Fast-food restaurants/1,000 pop (% change), 2011-16","Full-service restaurants (% change), 2011-16","Full-service restaurants/1,000 pop, 2011","Full-service restaurants/1,000 pop, 2016","Full-service restaurants/1,000 pop (% change), 2011-16","Expenditures per capita, fast food, 2007*","Expenditures per capita, fast food, 2012*","Expenditures per capita, restaurants, 2007*","Expenditures per capita, restaurants, 2012*","Farms with direct sales (% change), 2007 - 12","Farms with direct sales (%), 2007","Farms with direct sales (%), 2012","Direct farm sales (%), 2007","Direct farm sales (%), 2012","Direct farm sales (% change), 2007 - 12","Direct farm sales per capita, 2007","Direct farm sales per capita, 2012","Direct farm sales per capita (% change), 2007 - 12","Farmers' markets (% change), 2013-18","Farmers' markets/1,000 pop, 2013","Farmers' markets/1,000 pop, 2018","Farmers' markets/1,000 pop (% change), 2013-18","Farms with vegetables harvested for fresh market, 2007","Farms with vegetables harvested for fresh market, 2012","Farms with vegetables harvested for fresh market (% change), 2007 - 12","Vegetable acres harvested for fresh market, 2007","Vegetable acres harvested for fresh market, 2012","Vegetable acres harvested for fresh market (% change), 2007 - 12","Vegetable acres harvested for fresh market/1,000 pop, 2007","Vegetable acres harvested for fresh market/1,000 pop, 2012","Vegetable acres harvested for fresh market/1,000 pop (% change), 2007 - 12","CSA farms (% change), 2007 - 12","Agritourism operations (% change), 2007 - 12","Agritourism receipts (% change), 2007 - 12","Farm to school program, 2013","Farm to school program, 2015","Household food insecurity (%, three-year average), 2009-11*","Household food insecurity (%, three-year average), 2012-14*","Household food insecurity (%, three-year average), 2015-17*","Household food insecurity (change %),2009-11 to 2012-15*","Household food insecurity (change %),2012-14 to 2015-17*","Household food insecurity (%, six-year average), 2009-14*","Household food insecurity (%, six-year average), 2012-17*","Household food insecurity (change %),2009-14 to 2015-17*","Household food insecurity (change %),2009-11 to 2012-17*","Model-Household food insecurity (change %),2009-14 to 2015-17*","Model-Household food insecurity (change %),2009-11 to 2012-17*","Model-Household food insecurity (change %),2012-14 to 2015-17*","BI_Model-Household food insecurity (change %),2009-14 to 2015-17*","BI_Model-Household food insecurity (change %),2009-11 to 2012-17*","BI_Model-Household food insecurity (change %),2012-14 to 2015-17*"
36111,0.0,0.25751167,0.261771357,1.65417219,50.0,0.0109579,0.0167088,52.48125829,8.163265306,0.536939227,0.590377953,9.95247196,-4.545454545,0.120537378,0.11696167,-2.966472001,-0.704225352,0.778013982,0.78531407,0.938297738,4.564315353,1.320432181,1.40354004,6.293989178,487.5571873,482.4102319,734.8056595,916.4179326,30.47619048,20.95808383,28.18930041,4.222882842,6.268448452,26.49819495,15.15168091,19.26979361,27.1792465,16.66666603,0.066408046,0.078387894,18.03975487,70.0,82.0,17.14285714,3057.0,2663.0,-12.88845273,16.72154821,14.64482317,-12.41945431,16.66666667,52.94117647,533.7142857,1.0,1.0,13.3,12.3,17.9,-1,5.6,12.8,15.1,5.1,1.8,Increase,Increase,incr,1,1,1
36117,36.36363636,0.117946024,0.164972944,39.87156106,100.0,0.0107224,0.0219964,105.1449562,-6.976744186,0.461061729,0.439927852,-4.58374129,-50.0,0.064334195,0.0329946,-48.71376094,6.557377049,0.654064313,0.714882759,9.298542252,-5.172413793,0.621897215,0.604900796,-2.732994892,487.5571873,482.4102319,734.8056595,916.4179326,-14.11042945,17.37739872,16.03665521,1.151139599,1.041798391,10.1285347,20.79346583,23.02804864,10.74656254,20.0,0.054141853,0.066619292,23.04582977,112.0,111.0,-0.892857143,4230.0,4401.0,4.042553191,45.22177915,47.31393186,4.626427244,9.090909091,25.0,376.7741935,1.0,1.0,13.3,12.3,17.9,-1,5.6,12.8,15.1,5.1,1.8,Increase,Increase,incr,1,1,1
36123,0.0,0.39291187,0.399648309,1.714491248,0.0,0.0,0.0,0.0,-30.0,0.39291187,0.279753817,-28.79985613,0.0,0.078582374,0.079929662,1.714491248,27.27272727,0.432203057,0.559507633,29.45480704,-9.090909091,0.864406114,0.799296619,-7.532280684,487.5571873,482.4102319,734.8056595,916.4179326,32.03125,14.81481481,18.38955386,1.218573918,1.183538138,28.59795729,42.68051042,54.84496891,28.501202,-25.0,0.158686087,0.120768085,-23.89497566,94.0,107.0,13.82978723,757.0,592.0,-21.79656539,29.99920742,23.44275928,-21.85540455,-37.5,-35.29411765,-71.29387114,0.0,1.0,13.3,12.3,17.9,-1,5.6,12.8,15.1,5.1,1.8,Increase,Increase,incr,1,1,1
37001,20.83333333,0.157009493,0.182017888,15.92795125,-20.0,0.0327103,0.0251059,-23.24770124,0.0,0.529907037,0.508394791,-4.05962655,0.0,0.0523365,0.0502118,-4.05962655,9.322033898,0.771963338,0.809665777,4.883967586,10.61946903,0.739253027,0.784559862,6.128731693,746.0213064,644.8528184,665.1112958,642.7799577,20.51282051,10.35856574,12.84153005,1.016002628,1.612511388,22.63279446,2.992149925,3.452041971,15.36995327,33.33333206,0.019455379,0.024033261,23.53016472,69.0,53.0,-23.1884058,238.0,162.0,-31.93277311,1.644645917,1.053165347,-35.96400685,100.0,14.28571429,-33.33333333,1.0,1.0,17.1,15.2,12.4,-1.9,-2.8,16.15,13.8,-3.75,-3.3,Decrease,Decrease,decr,-1,-1,-1
37009,0.0,0.148104265,0.149510354,0.949390745,0.0,0.0370261,0.0373776,0.949390745,13.33333333,0.555390995,0.635419003,14.40930951,0.0,0.111078199,0.112132765,0.949390745,18.75,0.592417062,0.71017418,19.87740151,15.0,0.740521327,0.859684533,16.09179936,746.0213064,644.8528184,665.1112958,642.7799577,33.87096774,5.511111111,7.280701754,0.880032612,0.741556535,10.08174387,13.84592168,14.88193907,7.482473312,-50.0,0.074490666,0.036888119,-50.47954178,72.0,66.0,-8.333333333,173.0,266.0,53.75722543,6.526824115,9.798504439,50.1266813,11.11111111,580.0,3600.0,0.0,0.0,17.1,15.2,12.4,-1.9,-2.8,16.15,13.8,-3.75,-3.3,Decrease,Decrease,decr,-1,-1,-1
37023,0.0,0.176815118,0.180176122,1.900858089,0.0,0.0,0.0,0.0,-3.921568627,0.563598188,0.551789374,-2.095253993,66.66666667,0.0331528,0.056305,69.83476348,3.703703704,0.596751022,0.630616428,5.674963944,9.756097561,0.453088739,0.506745344,11.84240522,746.0213064,644.8528184,665.1112958,642.7799577,22.91666667,9.979209979,12.1399177,0.311850312,0.749311295,206.3063063,1.231335833,3.777987666,206.8202488,0.0,0.033577703,0.033192448,-1.147352576,41.0,37.0,-9.756097561,111.0,112.0,0.900900901,1.231335833,1.244513584,1.070199596,-77.77777778,50.0,-1.754385965,1.0,0.0,17.1,15.2,12.4,-1.9,-2.8,16.15,13.8,-3.75,-3.3,Decrease,Decrease,decr,-1,-1,-1
37065,10.0,0.178383489,0.206406095,15.70919258,0.0,0.0178383,0.0187642,5.19017507,-17.5,0.713533955,0.619218284,-13.21810557,50.0,0.0356767,0.0562926,57.78526261,14.81481482,0.48163542,0.581689903,20.77390471,12.5,0.285413582,0.337755428,18.33894695,746.0213064,644.8528184,665.1112958,642.7799577,-41.37931034,9.666666667,6.25,0.157174683,0.035250987,-76.08695652,4.113680671,0.986812595,-76.01144391,0.0,0.018039145,0.01922892,6.595521927,26.0,14.0,-46.15384615,2596.0,1196.0,-53.92912173,46.43093488,21.45868844,-53.78363909,0.0,33.33333333,-51.08695652,0.0,0.0,17.1,15.2,12.4,-1.9,-2.8,16.15,13.8,-3.75,-3.3,Decrease,Decrease,decr,-1,-1,-1
37101,3.03030303,0.191266649,0.177922907,-6.976512591,-20.0,0.0289798,0.0209321,-27.76999801,8.536585366,0.475268643,0.465739374,-2.00502779,20.0,0.0289798,0.0313982,8.345002983,-0.81300813,0.712902964,0.638429255,-10.44654225,7.317073171,0.475268643,0.460506348,-3.106094893,746.0213064,644.8528184,665.1112958,642.7799577,-8.333333333,8.674698795,8.425531915,0.169004646,0.31224192,141.3994169,2.203025145,4.736516944,115.0005847,0.0,0.016924674,0.014802023,-12.54175377,128.0,110.0,-14.0625,8032.0,9930.0,23.63047809,51.58804072,56.80388074,10.11056041,57.14285714,25.0,334.0909091,1.0,1.0,17.1,15.2,12.4,-1.9,-2.8,16.15,13.8,-3.75,-3.3,Decrease,Decrease,decr,-1,-1,-1
37123,0.0,0.144310556,0.14578322,1.020482542,0.0,0.0360776,0.0364458,1.020482542,-6.25,0.577242225,0.546687076,-5.293297616,0.0,0.0,0.0,0.0,12.5,0.577242225,0.656024492,13.64804286,0.0,0.577242225,0.583132881,1.020482542,746.0213064,644.8528184,665.1112958,642.7799577,45.83333333,8.30449827,14.0,0.477744116,0.54302047,47.22838137,16.40596581,24.01186128,46.36054692,0.0,0.072849132,0.07333798,0.671040952,28.0,21.0,-25.0,213.0,290.0,36.15023474,7.748272099,10.48710809,35.34770018,700.0,116.6666667,-92.85714286,1.0,1.0,17.1,15.2,12.4,-1.9,-2.8,16.15,13.8,-3.75,-3.3,Decrease,Decrease,decr,-1,-1,-1
37155,17.85714286,0.207068429,0.247165091,19.36396718,0.0,0.0221859,0.0224696,1.278517609,15.55555556,0.665577092,0.77894453,17.03295368,-50.0,0.0147906,0.00748985,-49.3607412,4.411764706,0.50288047,0.531779439,5.746687503,-4.838709677,0.458508664,0.441901224,-3.622055824,746.0213064,644.8528184,665.1112958,642.7799577,-17.14285714,6.882989184,6.163655685,0.187034737,0.104241176,-15.10934394,3.855794807,3.154504218,-18.18796445,-66.66666412,0.0221992,0.007585469,-65.82998657,65.0,42.0,-35.38461538,818.0,502.0,-38.63080685,6.270457559,3.708574046,-40.85640464,275.0,140.0,40.0,0.0,0.0,17.1,15.2,12.4,-1.9,-2.8,16.15,13.8,-3.75,-3.3,Decrease,Decrease,decr,-1,-1,-1
37161,-7.692307692,0.192838283,0.180981826,-6.148393496,0.0,0.0148337,0.0150818,1.672573712,-21.05263158,0.563681134,0.452454566,-19.73217865,-50.0,0.0296674,0.0150818,-49.16371314,-5.714285714,0.519179992,0.497700023,-4.137287643,-3.921568627,0.756519417,0.739009125,-2.314586041,746.0213064,644.8528184,665.1112958,642.7799577,32.72727273,7.80141844,11.44200627,4.552352049,0.539260818,-59.0,4.52454566,1.830275434,-59.54786245,0.0,0.044877931,0.044892706,0.03292153,34.0,45.0,32.35294118,166.0,145.0,-12.65060241,2.503581932,2.157641772,-13.81780862,20.0,87.5,407.1428571,0.0,0.0,17.1,15.2,12.4,-1.9,-2.8,16.15,13.8,-3.75,-3.3,Decrease,Decrease,decr,-1,-1,-1
37175,40.0,0.152350772,0.209136267,37.27286308,0.0,0.0,0.0,0.0,14.28571429,0.426582163,0.478025754,12.05948006,50.0,0.0609403,0.089629829,47.07806758,5.555555556,0.548462781,0.567655582,3.49938089,-6.666666667,0.914104635,0.836545069,-8.48475795,746.0213064,644.8528184,665.1112958,642.7799577,55.55555556,9.677419355,19.00452489,2.038505096,3.433033741,177.3809524,7.860016843,21.30123419,171.0074879,0.0,0.030461801,0.029226948,-4.053777695,33.0,26.0,-21.21212121,258.0,264.0,2.325581395,8.047160101,8.045101326,-0.025583876,-44.44444444,-28.57142857,-54.16666667,1.0,1.0,17.1,15.2,12.4,-1.9,-2.8,16.15,13.8,-3.75,-3.3,Decrease,Decrease,decr,-1,-1,-1
37183,12.13872832,0.186052514,0.184912829,-0.612561073,15.0,0.021509,0.0219227,1.923355539,6.344410876,0.355973307,0.335511937,-5.748006963,48.71794872,0.0419425,0.0552832,31.80723793,15.25851198,0.85283031,0.871187245,2.152472134,7.641633729,0.816265076,0.778730831,-4.598291258,746.0213064,644.8528184,665.1112958,642.7799577,57.14285714,11.00362757,18.26309068,1.135798964,1.002406388,36.25,0.584220923,0.686559393,17.51708394,7.692307472,0.013346926,0.012816933,-3.970901728,93.0,90.0,-3.225806452,1281.0,1127.0,-12.02185792,1.559139589,1.1831077,-24.11791041,8.333333333,-7.692307692,517.3333333,1.0,1.0,17.1,15.2,12.4,-1.9,-2.8,16.15,13.8,-3.75,-3.3,Decrease,Decrease,decr,-1,-1,-1
39005,16.66666667,0.225364809,0.262088848,16.29537413,0.0,0.0187804,0.0187206,-0.318250744,-19.23076923,0.48829042,0.393133272,-19.48781791,-100.0,0.0187804,0.0,-100.0,0.0,0.582192424,0.580339592,-0.318250744,-3.703703704,0.507070821,0.486736432,-4.010167383,622.3082777,649.0934717,577.3736605,643.1449028,10.74380165,11.43667297,12.95938104,0.625484335,0.341629592,-21.68141593,8.441655461,6.649385777,-21.2312584,100.0,0.018813968,0.037212763,97.79327393,52.0,49.0,-5.769230769,356.0,231.0,-35.11235955,6.648737487,4.339005973,-34.73940005,-20.0,-22.22222222,-36.84210526,1.0,1.0,15.5,16.9,13.7,1.4,-3.2,16.2,15.3,-2.5,-0.2,Decrease,Decrease,decr,-1,-1,-1
39025,-7.407407407,0.135802593,0.123143004,-9.322053069,16.66666667,0.0301784,0.03448,14.25421313,5.194805195,0.387288877,0.398983331,3.019568799,0.0,0.0502973,0.0492572,-2.067817315,-4.580152672,0.658894064,0.615715018,-6.553260797,7.070707071,0.497942842,0.522126335,4.856680451,622.3082777,649.0934717,577.3736605,643.1449028,16.04938272,9.020044543,11.43552311,1.841132015,0.701494338,-11.13537118,2.356621695,2.042741992,-13.31905345,0.0,0.014967073,0.014600956,-2.446148872,43.0,29.0,-32.55813953,181.0,106.0,-41.43646409,0.931328661,0.532016342,-42.8755536,-83.33333333,216.6666667,27.27272727,1.0,1.0,15.5,16.9,13.7,1.4,-3.2,16.2,15.3,-2.5,-0.2,Decrease,Decrease,decr,-1,-1,-1
39029,-5.555555556,0.167619615,0.163864898,-2.240022448,0.0,0.0186244,0.0192782,3.510564466,-11.32075472,0.493546645,0.453038248,-8.207612643,-14.28571429,0.065185406,0.0578347,-11.27665903,24.19354839,0.577356452,0.742211598,28.55344297,-11.32075472,0.493546645,0.453038248,-8.207612643,622.3082777,649.0934717,577.3736605,643.1449028,-11.03896104,14.58333333,13.11004785,1.54924044,1.058451499,-11.1580727,10.83799804,9.874014712,-8.894477777,0.0,0.0,0.0,0.0,47.0,31.0,-34.04255319,273.0,218.0,-20.14652015,2.501076471,2.048082976,-18.11194101,600.0,28.57142857,18.51851852,1.0,1.0,15.5,16.9,13.7,1.4,-3.2,16.2,15.3,-2.5,-0.2,Decrease,Decrease,decr,-1,-1,-1
39043,8.333333333,0.156504728,0.173462852,10.83553498,0.0,0.0391262,0.0400299,2.309724594,-6.976744186,0.560808608,0.533731853,-4.828163168,-28.57142857,0.091294425,0.066716482,-26.92162529,6.666666667,0.978154548,1.067463706,9.130372901,-3.488372093,1.121617216,1.107493595,-1.259219287,622.3082777,649.0934717,577.3736605,643.1449028,-38.57142857,17.36972705,12.46376812,2.519384646,1.360914535,17.99410029,13.09419581,15.69365976,19.85203209,100.0,0.013148206,0.026804263,103.8625031,47.0,26.0,-44.68085106,580.0,547.0,-5.689655172,7.467682958,7.153693241,-4.204647127,-42.85714286,0.0,-53.96039604,1.0,1.0,15.5,16.9,13.7,1.4,-3.2,16.2,15.3,-2.5,-0.2,Decrease,Decrease,decr,-1,-1,-1
39045,7.142857143,0.095147479,0.098244051,3.25449794,0.0,0.0339812,0.032748,-3.629135256,-6.818181818,0.299034933,0.26853374,-10.19987603,-25.0,0.027185,0.0196488,-27.72185144,10.0,0.611662362,0.648410739,6.007951219,26.47058824,0.462144896,0.563265894,21.88079953,622.3082777,649.0934717,577.3736605,643.1449028,26.78571429,10.07194245,11.99324324,0.439684329,0.554595013,88.14102564,2.183115838,3.979930843,82.30506936,0.0,0.020163594,0.019257681,-4.492812157,34.0,31.0,-8.823529412,274.0,245.0,-10.58394161,1.917223524,1.661129568,-13.35754298,-66.66666667,57.14285714,-54.38596491,1.0,1.0,15.5,16.9,13.7,1.4,-3.2,16.2,15.3,-2.5,-0.2,Decrease,Decrease,decr,-1,-1,-1
39069,-20.0,0.178628845,0.146686714,-17.88184385,0.0,0.0357258,0.0366717,2.647695185,-7.142857143,0.500160766,0.47673182,-4.684283042,-100.0,0.0357258,0.0,-100.0,11.76470588,0.607338073,0.696761891,14.72389462,15.0,0.71451538,0.843448605,18.04484946,622.3082777,649.0934717,577.3736605,643.1449028,-33.33333333,5.788876277,4.009433962,0.187196155,0.063018861,-51.24378109,7.01056817,3.490898728,-50.2051953,0.0,0.0,0.0,0.0,13.0,13.0,0.0,1189.0,946.0,-20.4373423,41.47047539,33.69785915,-18.74252988,-33.33333333,0.0,462.5,1.0,1.0,15.5,16.9,13.7,1.4,-3.2,16.2,15.3,-2.5,-0.2,Decrease,Decrease,decr,-1,-1,-1
39103,10.52631579,0.109517661,0.118709123,8.392675498,0.0,0.0115282,0.0113056,-1.930436454,-11.29032258,0.357373421,0.310904846,-13.00280653,0.0,0.0288204,0.0282641,-1.930436454,14.28571429,0.645577792,0.723560369,12.0795012,12.35955056,0.513003781,0.565281538,10.19052084,622.3082777,649.0934717,577.3736605,643.1449028,-6.111111111,18.92744479,18.36956522,2.468198605,2.155848876,8.478802993,7.127832914,7.5140781,5.418830539,20.0,0.028632948,0.033492234,16.9709568,89.0,66.0,-25.84269663,830.0,380.0,-54.21686747,4.917789957,2.188007416,-55.50831908,100.0,-23.52941176,120.9677419,1.0,1.0,15.5,16.9,13.7,1.4,-3.2,16.2,15.3,-2.5,-0.2,Decrease,Decrease,decr,-1,-1,-1
39143,20.0,0.165027395,0.202425735,22.66189842,-50.0,0.0330055,0.0168688,-48.89087566,-11.53846154,0.429071226,0.387982659,-9.576164629,-25.0,0.066010958,0.0506064,-23.33631349,-2.631578947,0.627104099,0.624146016,-0.471705233,5.714285714,0.577595881,0.624146016,8.059291462,622.3082777,649.0934717,577.3736605,643.1449028,-28.35820896,8.578745198,6.512890095,0.795742588,0.626210649,34.23137876,10.24833119,13.99560469,36.56471888,0.0,0.016653067,0.017007092,2.125887871,28.0,24.0,-14.28571429,1184.0,1216.0,2.702702703,19.22983223,20.0928634,4.487980768,-20.0,40.0,-70.10309278,1.0,1.0,15.5,16.9,13.7,1.4,-3.2,16.2,15.3,-2.5,-0.2,Decrease,Decrease,decr,-1,-1,-1
39151,-3.174603175,0.168237776,0.163307704,-2.930419275,0.0,0.0160226,0.0160631,0.25218993,4.580152672,0.349827757,0.36677304,4.843893285,-30.3030303,0.088124549,0.061575,-30.12726156,8.724832215,0.795791385,0.867404853,8.999025293,-8.778625954,0.699655513,0.639844938,-8.548574835,622.3082777,649.0934717,577.3736605,643.1449028,-14.34782609,17.69230769,16.86643836,1.121094412,1.000053561,-14.06969099,4.035799478,3.487128042,-13.59511144,15.38461494,0.034656685,0.04036881,16.48203087,87.0,66.0,-24.13793103,1189.0,847.0,-28.76366695,3.154875463,2.259829726,-28.3702399,30.0,183.3333333,806.25,1.0,1.0,15.5,16.9,13.7,1.4,-3.2,16.2,15.3,-2.5,-0.2,Decrease,Decrease,decr,-1,-1,-1
40005,-20.0,0.35303255,0.287253142,-18.63267505,0.0,0.0,0.0,0.0,0.0,0.635458589,0.646319569,1.709156194,-100.0,0.07060651,0.0,-100.0,16.66666667,0.42363906,0.502692998,18.66068223,0.0,0.706065099,0.718132855,1.709156194,676.9308079,623.0262227,499.5626916,557.0944866,-51.35135135,3.037766831,1.631912965,0.792334623,0.27301251,-68.8372093,15.22878595,4.794618577,-68.51608136,0.0,0.0,0.0,0.0,12.0,12.0,0.0,34.0,106.0,211.7647059,2.408273127,7.585515958,214.977395,-100.0,57.14285714,5.0,0.0,0.0,14.7,16.5,15,1.8,-1.5,15.6,15.75,-0.6,1.05,Decrease,Increase,decr,-1,1,-1
40071,-11.11111111,0.196279415,0.177844964,-9.391943129,0.0,0.0218088,0.0222306,1.93406398,-4.0,0.545220596,0.533534891,-2.143298579,0.0,0.0436176,0.0444612,1.93406398,25.80645161,0.676073539,0.866994198,28.23962888,13.33333333,0.654264716,0.755841096,15.52527251,676.9308079,623.0262227,499.5626916,557.0944866,-28.57142857,3.333333333,2.517623364,0.263924998,0.144173654,-6.71641791,2.884139386,2.735768532,-5.144371814,0.0,0.043892376,0.045288831,3.181543112,3.0,3.0,0.0,12.0,8.0,-33.33333333,0.258281139,0.175089186,-32.20984439,-75.0,-8.333333333,-9.677419355,1.0,0.0,14.7,16.5,15,1.8,-1.5,15.6,15.75,-0.6,1.05,Decrease,Increase,decr,-1,1,-1
40087,0.0,0.0568359,0.0518148,-8.834425762,0.0,0.0568359,0.0518148,-8.834425762,0.0,0.767285231,0.699499987,-8.834425762,0.0,0.028418,0.0259074,-8.834425762,4.347826087,0.653613345,0.621777766,-4.870705143,5.0,0.568359431,0.544055545,-4.27614705,676.9308079,623.0262227,499.5626916,557.0944866,-4.545454545,5.007587253,5.084745763,0.516863567,0.433293443,-3.225806452,6.683092085,5.901031275,-11.70208041,0.0,0.054841097,0.050018758,-8.79329586,20.0,17.0,-15.0,87.0,122.0,40.22988506,2.679396366,3.42821817,27.94740686,100.0,157.1428571,693.3333333,1.0,0.0,14.7,16.5,15,1.8,-1.5,15.6,15.75,-0.6,1.05,Decrease,Increase,decr,-1,1,-1
40093,0.0,0.393030263,0.387546829,-1.395168583,0.0,0.0,0.0,0.0,-36.36363636,1.441110966,0.904275933,-37.25147092,0.0,0.0,0.0,0.0,0.0,0.262020176,0.258364552,-1.395168583,-20.0,0.655050439,0.516729105,-21.11613487,676.9308079,623.0262227,499.5626916,557.0944866,27.77777778,1.861427094,2.552719201,0.128310636,0.093924329,-31.72413793,19.42397857,12.90911462,-33.54031682,0.0,0.0,0.0,0.0,17.0,8.0,-52.94117647,58.0,36.0,-37.93103448,7.769591427,4.694223497,-39.5821062,-100.0,92.85714286,-13.20754717,0.0,1.0,14.7,16.5,15,1.8,-1.5,15.6,15.75,-0.6,1.05,Decrease,Increase,decr,-1,1,-1
40107,0.0,0.324675325,0.330387379,1.759312794,0.0,0.0,0.0,0.0,-25.0,0.324675325,0.247790534,-23.6805154,0.0,0.0,0.0,0.0,100.0,0.081168831,0.16519369,103.5186256,0.0,0.405844156,0.412984224,1.759312794,676.9308079,623.0262227,499.5626916,557.0944866,-33.33333333,3.157894737,2.27014756,0.365912665,0.219095941,-37.19008264,10.09932393,6.181877339,-38.78919637,0.0,0.0,0.0,0.0,11.0,6.0,-45.45454545,272.0,158.0,-41.91176471,22.70261247,12.85179762,-43.39066642,-20.0,180.0,133.3333333,0.0,0.0,14.7,16.5,15,1.8,-1.5,15.6,15.75,-0.6,1.05,Decrease,Increase,decr,-1,1,-1
40113,0.0,0.06279172,0.06340216,0.972166452,0.0,0.0209306,0.0211341,0.972166452,40.0,0.313958599,0.443815119,41.36103303,-33.33333333,0.06279172,0.0422681,-32.68522237,0.0,0.418611466,0.422681066,0.972166452,-20.0,0.313958599,0.25360864,-19.22226684,676.9308079,623.0262227,499.5626916,557.0944866,-33.75,5.401755571,4.0,0.099864307,0.059269503,-45.03816794,2.776306029,1.49959386,-45.98600284,0.0,0.0,0.0,0.0,12.0,8.0,-33.33333333,66.0,21.0,-68.18181818,1.398749603,0.437381542,-68.73053321,0.0,-17.64705882,-14.03508772,1.0,0.0,14.7,16.5,15,1.8,-1.5,15.6,15.75,-0.6,1.05,Decrease,Increase,decr,-1,1,-1
40119,25.0,0.0512682,0.0615392,20.03378503,50.0,0.0256341,0.0369235,44.04054204,20.58823529,0.43578011,0.504621595,15.7972985,-28.57142857,0.089719435,0.0615392,-31.4092657,25.92592593,0.692121352,0.836933378,20.92292418,12.5,0.512682483,0.55385297,8.030406528,676.9308079,623.0262227,499.5626916,557.0944866,-24.03846154,6.636885769,5.388813097,0.935717989,1.01597369,-4.155124654,4.867590745,4.407138035,-9.459560876,0.0,0.050186317,0.048756704,-2.848612547,34.0,23.0,-32.35294118,81.0,30.0,-62.96296296,1.092174101,0.382121795,-65.01273975,33.33333333,15.38461538,-7.692307692,1.0,0.0,14.7,16.5,15,1.8,-1.5,15.6,15.75,-0.6,1.05,Decrease,Increase,decr,-1,1,-1
40123,20.0,0.13245384,0.156075228,17.83367583,0.0,0.0264908,0.0260125,-1.80527014,-9.090909091,0.582796895,0.520250761,-10.73206376,100.0,0.0264908,0.0520251,96.38945972,15.78947368,0.503324591,0.572275837,13.69916089,4.545454545,0.582796895,0.598288375,2.658126672,676.9308079,623.0262227,499.5626916,557.0944866,-6.666666667,4.213483146,4.265041889,0.596779642,0.255371121,-42.13836478,4.39748873,2.418761174,-44.99676242,0.0,0.026193095,0.026145842,-0.180404201,9.0,7.0,-22.22222222,52.0,18.0,-65.38461538,1.438172415,0.473235882,-67.09463504,-100.0,20.0,229.5774648,0.0,0.0,14.7,16.5,15,1.8,-1.5,15.6,15.75,-0.6,1.05,Decrease,Increase,decr,-1,1,-1
40127,-50.0,0.526315789,0.271149675,-48.48156182,0.0,0.0,0.0,0.0,0.0,0.789473684,0.813449024,3.036876356,0.0,0.0,0.0,0.0,-40.0,0.438596491,0.271149675,-38.17787419,42.85714286,0.614035088,0.903832249,47.19553765,676.9308079,623.0262227,499.5626916,557.0944866,-50.0,2.160864346,1.229508197,0.053777897,0.0890716,62.5,0.697593303,1.158026011,66.00302868,0.0,0.0,0.0,0.0,7.0,7.0,0.0,5.0,7.0,40.0,0.435995814,0.623552467,43.01799394,-100.0,20.0,248.9795918,0.0,0.0,14.7,16.5,15,1.8,-1.5,15.6,15.75,-0.6,1.05,Decrease,Increase,decr,-1,1,-1
40131,20.0,0.0571305,0.065969588,15.47184748,100.0,0.0114261,0.0219899,92.45307913,11.53846154,0.297078349,0.318853009,7.329601823,0.0,0.0228522,0.0219899,-3.773460435,-6.666666667,0.514174065,0.461787116,-10.18856307,2.941176471,0.388487071,0.384822597,-0.943268095,676.9308079,623.0262227,499.5626916,557.0944866,-16.90140845,7.334710744,6.809001731,1.106094205,0.50334559,-19.3236715,4.926811853,3.777425922,-23.32920285,0.0,0.0,0.0,0.0,15.0,10.0,-33.33333333,27.0,25.0,-7.407407407,0.321313816,0.282741461,-12.00457413,-100.0,250.0,47.36842105,1.0,1.0,14.7,16.5,15,1.8,-1.5,15.6,15.75,-0.6,1.05,Decrease,Increase,decr,-1,1,-1
41001,-57.14285714,0.435811231,0.188111362,-56.83650435,0.0,0.0622587,0.062703787,0.714823175,14.28571429,0.435811231,0.501630298,15.10265506,-33.33333333,0.186776242,0.125407575,-32.85678455,28.57142857,0.435811231,0.564334086,29.49048694,18.18181818,1.369692442,1.63029847,19.02660921,710.689107,531.0894069,778.4382938,746.2647453,10.81081081,10.75581395,12.71317829,0.355659983,0.319550485,34.84162896,13.69353739,18.64014512,36.12366609,0.0,0.062441461,0.062476572,0.056230046,7.0,12.0,71.42857143,18.0,26.0,44.44444444,1.115310738,1.626321386,45.8177825,100.0,-36.36363636,-6.52173913,1.0,1.0,13.6,16.1,12.9,2.5,-3.2,14.85,14.5,-1.95,0.9,Decrease,Increase,decr,-1,1,-1
