FIPS,"Grocery stores (% change), 2011-16","Grocery stores/1,000 pop, 2011","Grocery stores/1,000 pop, 2016","Grocery stores/1,000 pop (% change), 2011-16","Supercenters & club stores (% change), 2011-16","Supercenters & club stores/1,000 pop, 2011","Supercenters & club stores/1,000 pop, 2016","Supercenters & club stores/1,000 pop (% change), 2011-16","Convenience stores (% change), 2011-16","Convenience stores/1,000 pop, 2011","Convenience stores/1,000 pop, 2016","Convenience stores/1,000 pop (% change), 2011-16","Specialized food stores (% change), 2011-16","Specialized food stores/1,000 pop, 2011","Specialized food stores/1,000 pop, 2016","Specialized food stores/1,000 pop (% change), 2011-16","Fast-food restaurants (% change), 2011-16","Fast-food restaurants/1,000 pop, 2011","Fast-food restaurants/1,000 pop, 2016","Fast-food restaurants/1,000 pop (% change), 2011-16","Full-service restaurants (% change), 2011-16","Full-service restaurants/1,000 pop, 2011","Full-service restaurants/1,000 pop, 2016","Full-service restaurants/1,000 pop (% change), 2011-16","Expenditures per capita, fast food, 2007*","Expenditures per capita, fast food, 2012*","Expenditures per capita, restaurants, 2007*","Expenditures per capita, restaurants, 2012*","Farms with direct sales (% change), 2007 - 12","Farms with direct sales (%), 2007","Farms with direct sales (%), 2012","Direct farm sales (%), 2007","Direct farm sales (%), 2012","Direct farm sales (% change), 2007 - 12","Direct farm sales per capita, 2007","Direct farm sales per capita, 2012","Direct farm sales per capita (% change), 2007 - 12","Farmers' markets (% change), 2013-18","Farmers' markets/1,000 pop, 2013","Farmers' markets/1,000 pop, 2018","Farmers' markets/1,000 pop (% change), 2013-18","Farms with vegetables harvested for fresh market, 2007","Farms with vegetables harvested for fresh market, 2012","Farms with vegetables harvested for fresh market (% change), 2007 - 12","Vegetable acres harvested for fresh market, 2007","Vegetable acres harvested for fresh market, 2012","Vegetable acres harvested for fresh market (% change), 2007 - 12","Vegetable acres harvested for fresh market/1,000 pop, 2007","Vegetable acres harvested for fresh market/1,000 pop, 2012","Vegetable acres harvested for fresh market/1,000 pop (% change), 2007 - 12","CSA farms (% change), 2007 - 12","Agritourism operations (% change), 2007 - 12","Agritourism receipts (% change), 2007 - 12","Farm to school program, 2013","Farm to school program, 2015","Household food insecurity (%, three-year average), 2009-11*","Household food insecurity (%, three-year average), 2012-14*","Household food insecurity (%, three-year average), 2015-17*","Household food insecurity (change %),2009-11 to 2012-15*","Household food insecurity (change %),2012-14 to 2015-17*","Household food insecurity (%, six-year average), 2009-14*","Household food insecurity (%, six-year average), 2012-17*","Household food insecurity (change %),2009-14 to 2015-17*","Household food insecurity (change %),2009-11 to 2012-17*","Model-Household food insecurity (change %),2009-14 to 2015-17*","Model-Household food insecurity (change %),2009-11 to 2012-17*","Model-Household food insecurity (change %),2012-14 to 2015-17*","BI_Model-Household food insecurity (change %),2009-14 to 2015-17*","BI_Model-Household food insecurity (change %),2009-11 to 2012-17*","BI_Model-Household food insecurity (change %),2012-14 to 2015-17*"
21151,0.0,0.094373009,0.089348537,-5.324055977,0.0,0.0353899,0.0335057,-5.324055977,-6.12244898,0.578034682,0.51375409,-11.12054235,100.0,0.0235933,0.0446743,89.35188805,12.06896552,0.684204318,0.725956867,6.10235106,36.84210526,0.448271794,0.580765494,29.55655498,666.2345127,677.7319606,534.383583,573.6851358,3.703703704,4.06626506,4.59392945,1.08971945,0.908625332,18.79049676,5.740214979,6.47637888,12.82467475,0.0,0.011633453,0.01082626,-6.938551426,50.0,36.0,-28.0,132.0,110.0,-16.66666667,1.636519173,1.295275776,-20.8517812,-16.66666667,11.11111111,461.5384615,1.0,1.0,16.4,17.5,14.7,1.1,-2.8,16.95,16.1,-2.25,-0.3,Decrease,Decrease,decr,-1,-1,-1
21209,-20.0,0.104242677,0.07488393,-28.16384604,100.0,0.0208485,0.037442,79.5903849,-56.52173913,0.479516314,0.187209825,-60.95861198,0.0,0.0,0.0,0.0,20.0,0.625456062,0.673955369,7.754230942,13.79310345,0.604607526,0.617792422,2.180736238,666.2345127,677.7319606,534.383583,573.6851358,58.62068966,3.11827957,5.489260143,0.247528421,0.399886484,-7.185628743,3.839874917,3.159847512,-17.70962387,0.0,0.019995602,0.017847262,-10.74406052,31.0,26.0,-16.12903226,193.0,155.0,-19.68911917,4.437699754,3.159847512,-28.79537402,150.0,-17.64705882,87.68115942,1.0,1.0,16.4,17.5,14.7,1.1,-2.8,16.95,16.1,-2.25,-0.3,Decrease,Decrease,decr,-1,-1,-1
21229,0.0,0.340657469,0.329760923,-3.198680956,0.0,0.0,0.0,0.0,-28.57142857,0.596150571,0.412201154,-30.85620068,0.0,0.0,0.0,0.0,28.57142857,0.596150571,0.741962077,24.45883877,-60.0,0.425821836,0.164880462,-61.27947238,666.2345127,677.7319606,534.383583,573.6851358,-10.52631579,3.395889187,3.363006924,0.803030303,1.169677228,49.05660377,22.76632302,33.2743661,46.15608356,0.0,0.084317029,0.082754053,-1.853688836,16.0,17.0,6.25,18.0,31.0,72.22222222,1.546391753,2.611405947,68.87091792,14.28571429,0.0,133.3333333,0.0,0.0,16.4,17.5,14.7,1.1,-2.8,16.95,16.1,-2.25,-0.3,Decrease,Decrease,decr,-1,-1,-1
23001,9.090909091,0.20485125,0.223736587,9.219049136,0.0,0.0186228,0.0186447,0.117461708,-3.03030303,0.61455375,0.5966309,-2.916400768,-33.33333333,0.083802784,0.0559341,-33.25502553,11.5942029,0.642488012,0.717821551,11.72528336,-13.25301205,0.772847898,0.671209762,-13.15111755,557.6023023,447.176931,690.8527025,757.4356361,42.5,31.74603175,36.93304536,3.369128497,4.203897383,-1.864700781,21.40357716,21.03981108,-1.699557424,0.0,0.055931017,0.055721171,-0.375186473,57.0,111.0,94.73684211,694.0,749.0,7.925072046,6.441492867,6.96368471,8.10668976,241.1764706,200.0,238.4615385,1.0,1.0,14.7,9.6,10.2,-5.1,0.6,12.15,9.9,-1.95,-4.8,Decrease,Decrease,incr,-1,-1,1
23031,-4.444444444,0.227035372,0.212636545,-6.342107475,100.0,0.00504523,0.0098901,96.02814714,-6.722689076,0.600382428,0.548898988,-8.575107844,14.81481482,0.136221223,0.153296114,12.53467706,3.184713376,0.792101187,0.80109582,1.135540883,0.790513834,1.276443314,1.260984161,-1.211111617,557.6023023,447.176931,690.8527025,757.4356361,10.61452514,25.28248588,25.41720154,13.19524913,11.97406288,20.27076473,13.83139164,16.51493227,19.4018122,22.22222137,0.04512658,0.053338762,18.19810486,87.0,140.0,60.91954023,742.0,898.0,21.02425876,3.755174752,4.511837292,20.14986226,193.3333333,112.5,-30.45454545,1.0,1.0,14.7,9.6,10.2,-5.1,0.6,12.15,9.9,-1.95,-4.8,Decrease,Decrease,incr,-1,-1,1
24013,4.347826087,0.137708883,0.143592198,4.272284104,100.0,0.00598734,0.011966,99.8552112,20.0,0.269430424,0.323082446,19.91312672,28.57142857,0.0419114,0.0538471,28.47835006,25.49019608,0.610708961,0.765825057,25.3993482,12.22222222,0.538860848,0.604283834,12.14097962,683.2726453,642.9707514,728.9134721,733.0609625,-17.93103448,12.63066202,10.8974359,1.785918587,2.964071052,111.9795003,9.325527212,19.79102496,112.224194,0.0,0.029904485,0.029686099,-0.730277836,56.0,33.0,-41.07142857,628.0,513.0,-18.31210191,3.751717546,3.06823687,-18.21780737,-35.0,-15.38461538,313.9534884,1.0,1.0,12.5,12.5,10.4,0,-2.1,12.5,11.45,-2.1,-1.05,Decrease,Decrease,decr,-1,-1,-1
24015,6.666666667,0.147659595,0.155792057,5.507573766,100.0,0.009844,0.019474,97.82670081,-2.272727273,0.433134813,0.418691152,-3.334680285,0.0,0.0295319,0.029211,-1.086649594,3.389830508,0.580794409,0.593957216,2.266345335,1.923076923,0.511886597,0.516061187,0.815530221,683.2726453,642.9707514,728.9134721,733.0609625,-32.14285714,9.605488851,7.661290323,1.319566965,0.60624698,-45.41139241,12.68719637,6.780193973,-46.55876858,100.0,0.00981441,0.019450333,98.18138885,21.0,17.0,-19.04761905,60.0,89.0,48.33333333,0.602240334,0.874546759,45.21557414,0.0,-60.0,-58.96226415,1.0,1.0,12.5,12.5,10.4,0,-2.1,12.5,11.45,-2.1,-1.05,Decrease,Decrease,decr,-1,-1,-1
24017,5.0,0.134041969,0.133392619,-0.484437528,0.0,0.0134042,0.0127041,-5.223273836,0.0,0.234573445,0.222321032,-5.223273836,-66.66666667,0.0603189,0.0190561,-68.40775795,22.0,0.670209843,0.774947596,15.62760592,-1.470588235,0.455742693,0.425585975,-6.617049221,683.2726453,642.9707514,728.9134721,733.0609625,-27.53623188,16.50717703,13.08900524,3.922229715,4.110162397,40.68767908,2.4453304,3.256054537,33.15397124,0.0,0.026203906,0.024767341,-5.482255459,48.0,38.0,-20.83333333,395.0,335.0,-15.18987342,2.767637559,2.221544338,-19.73138494,-44.44444444,85.71428571,145.0,0.0,1.0,12.5,12.5,10.4,0,-2.1,12.5,11.45,-2.1,-1.05,Decrease,Decrease,decr,-1,-1,-1
24021,-2.777777778,0.151661962,0.141196784,-6.900331656,33.33333333,0.0126385,0.0161368,27.67954516,-7.042253521,0.299111092,0.266256793,-10.98397908,-31.25,0.067405317,0.0443761,-34.16523453,5.555555556,0.758309812,0.766496827,1.079639917,21.01449275,0.581370856,0.673710369,15.88306544,683.2726453,642.9707514,728.9134721,733.0609625,5.696202532,10.95700416,12.7675841,2.015995718,1.862965991,9.449433815,11.25897399,11.70017824,3.918689663,15.38461494,0.05390992,0.058674429,8.837906837,70.0,61.0,-12.85714286,526.0,366.0,-30.41825095,2.312464005,1.527743573,-33.93438473,33.33333333,64.28571429,-28.0,1.0,1.0,12.5,12.5,10.4,0,-2.1,12.5,11.45,-2.1,-1.05,Decrease,Decrease,decr,-1,-1,-1
24033,1.265822785,0.18065422,0.17560149,-2.796906624,25.0,0.00457352,0.00548755,19.98506839,20.91254753,0.300709239,0.349007961,16.06160227,6.25,0.0548823,0.055973,1.987308128,14.7275405,0.776355793,0.854959754,10.12473434,12.36363636,0.314429813,0.339130378,7.855668745,683.2726453,642.9707514,728.9134721,733.0609625,-10.9375,17.06666667,16.42651297,4.355531686,7.977777778,77.06535142,0.954211946,1.626327478,70.43671334,29.41176414,0.019098613,0.024194222,26.68051529,49.0,41.0,-16.32653061,448.0,429.0,-4.241071429,0.527110914,0.485859671,-7.825913268,37.5,133.3333333,444.0,1.0,1.0,12.5,12.5,10.4,0,-2.1,12.5,11.45,-2.1,-1.05,Decrease,Decrease,decr,-1,-1,-1
24035,-44.44444444,0.186451212,0.101671479,-45.4701967,0.0,0.0,0.0,0.0,60.0,0.31075202,0.4880231,57.0458335,-14.28571429,0.145017609,0.122005775,-15.86830348,19.35483871,0.642220841,0.752368945,17.1511258,-3.225806452,0.642220841,0.610028875,-5.012600704,683.2726453,642.9707514,728.9134721,733.0609625,0.0,6.142034549,6.037735849,0.318544402,0.314045129,45.15235457,7.76060365,10.79722239,39.12864102,0.0,0.061821256,0.059700303,-3.430782795,21.0,25.0,19.04761905,1367.0,1107.0,-19.01975128,29.38710579,22.81016258,-22.3803707,-66.66666667,61.53846154,413.7254902,1.0,1.0,12.5,12.5,10.4,0,-2.1,12.5,11.45,-2.1,-1.05,Decrease,Decrease,decr,-1,-1,-1
25005,-8.910891089,0.183847621,0.164782416,-10.3701128,60.0,0.0091014,0.0143289,57.43684535,19.84435798,0.467810284,0.55166287,17.92448533,-20.75471698,0.096474494,0.075226755,-22.02420396,7.222222222,0.655298452,0.6913697,5.504552612,-2.838427948,0.833685253,0.79704538,-4.394928794,670.0110268,495.4216535,859.63374,991.8492806,11.53846154,20.07722008,24.26778243,4.249067691,11.89388709,138.2446809,3.44771937,8.12872385,135.771041,14.28571415,0.038012214,0.042551532,11.94173622,96.0,121.0,26.04166667,1697.0,1594.0,-6.069534473,3.1121169,2.892874708,-7.044792941,78.57142857,94.44444444,54.12844037,1.0,1.0,11.9,16.2,14.4,4.3,-1.8,14.05,15.3,0.35,3.4,Increase,Increase,decr,1,1,-1
25011,-18.18181818,0.307013871,0.25489252,-16.97687172,0.0,0.0139552,0.0141607,1.47271234,-11.42857143,0.488431159,0.438981563,-10.12416907,-14.28571429,0.097686232,0.084964173,-13.02338942,-5.714285714,0.488431159,0.467302954,-4.325728365,9.677419355,0.86522091,0.962927299,11.29265224,670.0110268,495.4216535,859.63374,991.8492806,22.95918367,26.45074224,30.8974359,6.067482936,6.26453066,0.0,48.18586976,48.23371465,0.099292367,-8.333333015,0.168173224,0.155010357,-7.826969147,105.0,156.0,48.57142857,2234.0,3556.0,59.17636526,31.21114324,49.73009258,59.33441524,37.20930233,75.0,73.68421053,1.0,1.0,11.9,16.2,14.4,4.3,-1.8,14.05,15.3,0.35,3.4,Increase,Increase,decr,1,1,-1
25015,6.25,0.19988132,0.210320553,5.222715548,0.0,0.00624629,0.0061859,-0.966855955,1.923076923,0.324807146,0.327852627,0.937627584,-7.692307692,0.081201786,0.074230784,-8.584790112,10.22727273,0.549673631,0.600032167,9.161533777,0.0,1.043130641,1.03304507,-0.966855955,670.0110268,495.4216535,859.63374,991.8492806,38.125,22.50351617,27.65957447,8.568765052,9.039387353,34.48171653,21.09766517,27.74210441,31.49371834,30.0,0.062170498,0.080567695,29.59152222,130.0,152.0,16.92307692,3992.0,4845.0,21.36773547,25.45236608,30.20460581,18.67111185,235.0,225.0,223.5294118,1.0,1.0,11.9,16.2,14.4,4.3,-1.8,14.05,15.3,0.35,3.4,Increase,Increase,decr,1,1,-1
25017,0.371747212,0.176487068,0.169351834,-4.042921435,28.57142857,0.0045926,0.00564506,22.91644826,12.01478743,0.354942392,0.380100783,7.088020847,7.8125,0.083978976,0.086557604,3.070563382,12.26666667,0.738096472,0.792190246,7.328821633,9.792993631,0.824043706,0.864948812,4.963948604,670.0110268,495.4216535,859.63374,991.8492806,42.40837696,27.28571429,36.80649526,7.967396093,10.97772843,29.093702,4.449438387,5.4546139,22.59106489,9.090909004,0.03524857,0.037158284,5.417848587,143.0,199.0,39.16083916,1495.0,1545.0,3.344481605,1.021798831,1.002781827,-1.861129902,83.33333333,169.2307692,144.357469,1.0,1.0,11.9,16.2,14.4,4.3,-1.8,14.05,15.3,0.35,3.4,Increase,Increase,decr,1,1,-1
25023,6.172839506,0.16258596,0.168027822,3.347067907,50.0,0.00401447,0.00586144,46.00777617,8.189655172,0.465678305,0.490406784,5.310206376,1.960784314,0.102368938,0.101598218,-0.752884171,1.01010101,0.596148519,0.586143566,-1.678265205,10.63829787,0.754720011,0.812785745,7.693678878,670.0110268,495.4216535,859.63374,991.8492806,36.52173913,13.03854875,19.03030303,1.998980112,1.652739606,13.90306122,3.211462957,3.575503994,11.33567605,5.882352829,0.03380898,0.034740184,2.754307747,61.0,76.0,24.59016393,693.0,768.0,10.82251082,1.419351932,1.537506757,8.324561534,133.3333333,35.0,74.91749175,1.0,1.0,11.9,16.2,14.4,4.3,-1.8,14.05,15.3,0.35,3.4,Increase,Increase,decr,1,1,-1
26005,-25.0,0.17995807,0.130485842,-27.49097473,0.0,0.0179958,0.0173981,-3.321299639,3.921568627,0.458893078,0.461049976,0.470021944,-40.0,0.0449895,0.0260972,-41.99277978,14.89361702,0.422901464,0.469749032,11.07765573,-2.43902439,0.737828086,0.695924492,-5.679316721,491.9520601,523.8877861,542.1518701,598.4667472,-23.85321101,13.6677116,11.89111748,0.636173601,0.306799694,-29.53736655,22.69647392,15.92521761,-29.8339572,66.66666412,0.026782606,0.042615935,59.11795807,58.0,81.0,39.65517241,2768.0,3789.0,36.88583815,24.84137597,33.86119502,36.30965958,0.0,55.0,-49.95586937,1.0,1.0,14.2,14.7,13.6,0.5,-1.1,14.45,14.15,-0.85,-0.05,Decrease,Decrease,decr,-1,-1,-1
26017,-15.0,0.186250955,0.162709009,-12.63990582,0.0,0.0279376,0.0287134,2.776581388,-9.090909091,0.61462815,0.574267092,-6.566744193,-41.66666667,0.111750573,0.066997827,-40.04699419,-6.593406593,0.847441843,0.813545046,-3.999896506,4.545454545,0.61462815,0.660407155,7.448244178,491.9520601,523.8877861,542.1518701,598.4667472,-17.20430108,10.92831962,10.05221932,1.047615348,0.451317047,-7.787391842,7.481596567,6.96408734,-6.917096131,50.0,0.018726416,0.028867528,54.1540451,75.0,49.0,-34.66666667,3165.0,1532.0,-51.59557662,29.26978138,14.30158419,-51.13873929,-66.66666667,-57.14285714,28.0,0.0,1.0,14.2,14.7,13.6,0.5,-1.1,14.45,14.15,-0.85,-0.05,Decrease,Decrease,decr,-1,-1,-1
26021,-23.25581395,0.274248686,0.214067477,-21.94402837,0.0,0.0255115,0.0259476,1.709296367,1.492537313,0.42731772,0.44110874,3.227345566,-16.66666667,0.076534517,0.064868932,-15.24225303,9.090909091,0.631409766,0.700584469,10.95559604,-2.666666667,0.956681463,0.947086412,-1.002951536,491.9520601,523.8877861,542.1518701,598.4667472,-29.6460177,17.38461538,14.95766698,6.232203141,3.6386822,-30.78191239,53.95925733,37.6758645,-30.17719968,-14.28571415,0.044832136,0.038925398,-13.17523289,167.0,140.0,-16.16766467,7142.0,6410.0,-10.24922991,45.38118416,41.08579303,-9.465136714,150.0,52.94117647,-53.67647059,1.0,1.0,14.2,14.7,13.6,0.5,-1.1,14.45,14.15,-0.85,-0.05,Decrease,Decrease,decr,-1,-1,-1
26027,-16.66666667,0.229942323,0.195278174,-15.07514955,0.0,0.0,0.0,0.0,20.0,0.383237205,0.468667617,22.29178465,0.0,0.076647441,0.07811127,1.909820539,0.0,0.306589764,0.312445078,1.909820539,13.63636364,0.421560925,0.488195434,15.80661425,491.9520601,523.8877861,542.1518701,598.4667472,-5.617977528,10.97410604,10.52631579,0.644024067,0.398057267,13.91437309,12.42802577,14.3170113,15.19940147,0.0,0.019386984,0.019359959,-0.139398262,37.0,37.0,0.0,2155.0,1680.0,-22.04176334,40.95167512,32.28534092,-21.16234361,-30.0,-35.0,-89.98109641,0.0,1.0,14.2,14.7,13.6,0.5,-1.1,14.45,14.15,-0.85,-0.05,Decrease,Decrease,decr,-1,-1,-1
26047,-6.25,0.488833216,0.455705432,-6.776909406,0.0,0.0611042,0.0607607,-0.562036699,-7.692307692,0.794353976,0.729128691,-8.2111108,-25.0,0.366624912,0.273423259,-25.42152753,10.71428571,0.855458128,0.941791226,10.0920308,23.91304348,1.405395497,1.731680642,23.2166067,491.9520601,523.8877861,542.1518701,598.4667472,47.05882353,11.6838488,17.42160279,5.986577181,18.05472933,172.1973094,13.60004879,36.91091517,171.4028144,33.33333206,0.091063626,0.120091267,31.8762188,6.0,19.0,216.6666667,176.0,229.0,30.11363636,5.366835397,6.962602615,29.73385804,-20.0,-11.11111111,-68.78612717,1.0,1.0,14.2,14.7,13.6,0.5,-1.1,14.45,14.15,-0.85,-0.05,Decrease,Decrease,decr,-1,-1,-1
26067,0.0,0.156609713,0.155806924,-0.51260478,0.0,0.0313219,0.0311614,-0.51260478,6.896551724,0.454168168,0.483001465,6.34859489,25.0,0.062643885,0.077903462,24.35924403,15.38461539,0.407185254,0.467420772,14.79314833,14.28571429,0.438507196,0.498582157,13.69988025,491.9520601,523.8877861,542.1518701,598.4667472,-3.149606299,10.73541843,11.09107304,0.329480286,0.159055711,-2.564102564,10.17042753,10.10780617,-0.615720018,0.0,0.046883792,0.046721693,-0.345745414,21.0,29.0,38.0952381,563.0,539.0,-4.262877442,8.636426391,8.433602979,-2.348464546,-85.71428571,12.5,177.2727273,1.0,1.0,14.2,14.7,13.6,0.5,-1.1,14.45,14.15,-0.85,-0.05,Decrease,Decrease,decr,-1,-1,-1
26077,-4.347826087,0.182228737,0.168546212,-7.508433973,14.28571429,0.0277305,0.0306448,10.50940357,-24.75247525,0.400110922,0.291125276,-27.23885805,35.29411765,0.067345403,0.088103702,30.82363216,14.13612565,0.756645407,0.83506987,10.36475775,11.66666667,0.71306897,0.769949743,7.9768964,491.9520601,523.8877861,542.1518701,598.4667472,27.5862069,10.18735363,15.1226158,0.323561407,0.295939238,24.48275862,2.363189654,2.831716797,19.82604917,0.0,0.038862571,0.037754372,-2.851585388,34.0,44.0,29.41176471,458.0,524.0,14.41048035,1.866104934,2.055151803,10.13055941,0.0,188.8888889,77.18120805,1.0,1.0,14.2,14.7,13.6,0.5,-1.1,14.45,14.15,-0.85,-0.05,Decrease,Decrease,decr,-1,-1,-1
26081,-18.26086957,0.189090622,0.146210428,-22.67706019,5.263157895,0.0312411,0.0311086,-0.423985682,1.136363636,0.289390865,0.276866555,-4.327818061,2.777777778,0.118387172,0.115101826,-2.77508602,6.038647343,0.68072624,0.682833807,0.309605728,9.336609337,0.669216376,0.692166387,3.42938588,491.9520601,523.8877861,542.1518701,598.4667472,10.52631579,14.33361274,16.30716135,0.843223146,1.300348053,83.61753959,2.745465885,4.902239746,78.55766387,-4.761904716,0.033633526,0.03059105,-9.045962334,78.0,82.0,5.128205128,2473.0,2148.0,-13.14193288,4.134919082,3.492540954,-15.53544618,62.5,94.44444444,50.0,1.0,1.0,14.2,14.7,13.6,0.5,-1.1,14.45,14.15,-0.85,-0.05,Decrease,Decrease,decr,-1,-1,-1
26139,-16.21621622,0.138696255,0.109447045,-21.08868035,0.0,0.0262398,0.0247138,-5.815521709,-5.555555556,0.269895416,0.24007739,-11.04799273,8.695652174,0.086216591,0.088263746,2.374432925,20.58823529,0.509802452,0.579010175,13.57540029,5.426356589,0.483562619,0.480154779,-0.704736066,491.9520601,523.8877861,542.1518701,598.4667472,-6.930693069,13.92143349,13.79310345,1.216590427,0.595802809,-33.08112652,18.29739614,11.80938817,-35.4586408,12.5,0.029155476,0.030981706,6.263764858,98.0,94.0,-4.081632653,3857.0,3345.0,-13.27456572,14.83250461,12.40653374,-16.35577357,-28.57142857,-56.25,-30.08130081,1.0,1.0,14.2,14.7,13.6,0.5,-1.1,14.45,14.15,-0.85,-0.05,Decrease,Decrease,decr,-1,-1,-1
26145,-2.5,0.201173849,0.202823933,0.820227787,0.0,0.0301761,0.0312037,3.405361833,-20.6185567,0.487846585,0.400447253,-17.91533133,60.0,0.075440194,0.124814728,65.44857893,7.142857143,0.704108473,0.780092051,10.79145911,9.803921569,0.512993316,0.582468731,13.54314241,491.9520601,523.8877861,542.1518701,598.4667472,-12.8440367,7.110241357,7.207890744,0.540328127,0.30536983,-3.376623377,3.790414681,3.751342466,-1.030816367,40.0,0.025406763,0.036687631,44.40104294,51.0,44.0,-13.7254902,359.0,647.0,80.22284123,1.767219312,3.26225615,84.59826278,-60.0,-14.28571429,-35.59322034,1.0,1.0,14.2,14.7,13.6,0.5,-1.1,14.45,14.15,-0.85,-0.05,Decrease,Decrease,decr,-1,-1,-1
26149,-26.66666667,0.24571232,0.180825881,-26.4074829,33.33333333,0.0491425,0.065754866,33.80457654,-3.333333333,0.49142464,0.476722777,-2.991682009,-14.28571429,0.114665749,0.098632299,-13.98277223,6.25,0.524186283,0.55891636,6.625521929,-21.73913044,0.753517781,0.591793793,-21.46253116,491.9520601,523.8877861,542.1518701,598.4667472,-5.263157895,9.196515005,9.307135471,0.396227386,0.216758453,-4.26716141,8.659608309,8.465539022,-2.241086208,0.0,0.032794949,0.03276379,-0.095009536,28.0,31.0,10.71428571,1071.0,3927.0,266.6666667,17.20675417,64.42668942,274.4267441,50.0,175.0,396.1538462,1.0,1.0,14.2,14.7,13.6,0.5,-1.1,14.45,14.15,-0.85,-0.05,Decrease,Decrease,decr,-1,-1,-1
26157,-11.11111111,0.162463671,0.150277073,-7.50112186,0.0,0.0180515,0.0187846,4.061237907,0.0,0.523494052,0.544754391,4.061237907,50.0,0.036103,0.0563539,56.09185686,-17.64705882,0.306875824,0.262984878,-14.30250996,4.545454545,0.397133419,0.432046586,8.791294176,491.9520601,523.8877861,542.1518701,598.4667472,-3.448275862,10.56851312,10.59001513,0.810536981,0.416475372,-6.003289474,21.27026885,20.89044851,-1.785686587,100.0,0.018442359,0.038083632,106.5008698,35.0,46.0,31.42857143,634.0,850.0,34.06940063,11.08992636,15.53532917,40.08505254,-22.22222222,54.54545455,224.0,1.0,1.0,14.2,14.7,13.6,0.5,-1.1,14.45,14.15,-0.85,-0.05,Decrease,Decrease,decr,-1,-1,-1
27013,-12.5,0.124331717,0.105669947,-15.00966125,0.0,0.0310829,0.0301914,-2.868184288,-16.0,0.388536616,0.317009842,-18.4092748,14.28571429,0.108790252,0.120765654,11.00778939,12.5,0.745990302,0.815168166,9.273292676,-6.896551724,0.901404948,0.815168166,-9.5669302,578.8291809,521.2382004,645.9141303,690.5203428,-30.6122449,3.929430634,3.177570093,0.077865924,0.052629184,4.31372549,4.114628715,4.088093811,-0.644891826,0.0,0.015447833,0.014830854,-3.993950844,9.0,11.0,22.22222222,211.0,313.0,48.34123223,3.404653564,4.810426176,41.28974021,-100.0,-100.0,-100.0,1.0,1.0,10.2,10.4,9.5,0.2,-0.9,10.3,9.95,-0.8,-0.25,Decrease,Decrease,decr,-1,-1,-1
27035,14.28571429,0.22346012,0.250897743,12.27853234,100.0,0.0159614,0.0313622,96.48743159,16.66666667,0.478843115,0.548838814,14.61766843,-28.57142857,0.11173006,0.078405545,-29.82591729,0.0,0.62249605,0.61156325,-1.756284204,10.44776119,1.06941629,1.160402064,8.50798461,578.8291809,521.2382004,645.9141303,690.5203428,15.90909091,7.224958949,9.5684803,1.284717065,0.620117581,-10.98265896,2.81374016,2.450122506,-12.92292938,-33.33333206,0.047624338,0.030821865,-35.28127289,11.0,16.0,45.45454545,41.0,43.0,4.87804878,0.666840154,0.684125115,2.592069737,-66.66666667,14.28571429,-79.71014493,1.0,1.0,10.2,10.4,9.5,0.2,-0.9,10.3,9.95,-0.8,-0.25,Decrease,Decrease,decr,-1,-1,-1
27037,0.0,0.12444033,0.119783145,-3.74250457,85.71428571,0.0174216,0.0311436,78.76392009,-7.56302521,0.296167984,0.263522918,-11.02248322,38.46153846,0.064708971,0.086243864,33.27960906,3.90625,0.637134488,0.637246329,0.0175538,21.15384615,0.517671771,0.603707049,16.61965793,578.8291809,521.2382004,645.9141303,690.5203428,-37.19512195,15.39906103,11.5470852,0.985880417,0.477992432,-36.73805601,4.660065973,2.844971291,-38.94997823,0.0,0.019611256,0.018804813,-4.112145424,113.0,82.0,-27.43362832,1615.0,1851.0,14.6130031,4.132897609,4.571216892,10.6056168,50.0,0.0,-46.73913043,1.0,1.0,10.2,10.4,9.5,0.2,-0.9,10.3,9.95,-0.8,-0.25,Decrease,Decrease,decr,-1,-1,-1
27045,-42.85714286,0.336102175,0.191213729,-43.10845233,0.0,0.0,0.0,0.0,20.0,0.480145964,0.573641187,19.47225011,-50.0,0.096029193,0.0478034,-50.21989579,18.18181818,0.528160561,0.62144462,17.6620645,11.11111111,1.296394104,1.434102969,10.6224538,578.8291809,521.2382004,645.9141303,690.5203428,-1.219512195,4.919016197,5.215711526,0.189595127,0.125655674,1.654846336,20.05499716,20.59189733,2.677139111,0.0,0.096380897,0.094975784,-1.457874417,26.0,25.0,-3.846153846,57.0,68.0,19.29824561,2.702446425,3.256393066,20.49796938,71.42857143,120.0,92.30769231,1.0,1.0,10.2,10.4,9.5,0.2,-0.9,10.3,9.95,-0.8,-0.25,Decrease,Decrease,decr,-1,-1,-1
